id;from;to;distance
110707;231402;246903;754
458011;486708;190608;776
226971;163419;307452;1033
189853;397022;103716;359
143136;421353;329462;1395
391242;240972;146844;1575
373680;409572;142520;409
300758;240236;357348;732
422079;238547;360677;1749
148012;478791;348775;571
335319;465902;387528;1037
100189;167665;269815;525
167943;470476;398493;2397
322254;367976;154298;318
247112;308414;409572;484
463825;430998;486708;2023
325750;343383;496987;2430
200069;215377;279392;335
384286;445725;415427;1676
478773;283605;348316;826
160948;243091;486570;774
369861;132614;298180;859
223357;220047;230277;1616
241202;108354;274909;1091
274532;430998;272604;2000
108845;343383;233458;314
284608;241659;418477;1643
188961;477213;415427;1263
391137;435486;239548;1253
488312;400530;343669;1173
387362;399880;404361;1963
457136;435486;210592;503
433403;141103;390814;2177
261496;246903;188425;2226
469783;136419;382519;2059
498435;165156;105314;496
386613;479433;329325;1565
264310;429583;238547;1376
357644;216386;429583;1758
356841;167665;182216;253
265951;224934;359361;2036
213566;216386;311437;2249
198130;182216;281431;853
149710;364083;496987;1085
241494;240236;268222;1369
421206;146705;298180;530
224181;429803;283105;2223
178245;360677;388394;590
263895;280062;207987;1669
232171;329462;410434;1296
227987;400530;294784;2426
164675;382519;257195;960
221188;284452;400530;1523
273651;470120;246903;1101
235375;482442;388394;2046
421233;449969;360908;2445
299189;374397;387263;531
265660;112286;257195;2017
388218;179378;421353;334
203037;274909;410392;1964
313304;479433;382519;1946
294088;380545;385710;469
499039;360708;474723;1457
102721;380545;214009;862
494173;445442;233458;1319
488533;246543;148080;1386
190233;376003;428282;672
220702;436715;473809;2443
331128;179378;415427;2433
303539;121422;400530;1439
343679;284521;108841;2337
346302;376182;153170;1095
389951;224934;311616;1634
484779;266058;136901;705
154192;169408;435581;241
336570;484057;371823;1575
480558;146705;302719;1961
249116;233039;493539;495
303260;288262;393738;2279
231976;294784;214676;2464
121732;230277;345908;1035
495790;429803;271717;566
284873;268222;287604;254
409017;445442;238547;583
471370;329462;135701;1033
494070;174344;480808;1043
115637;197112;298180;483
336582;478791;470120;787
337721;383633;205294;441
430622;240236;167665;342
127391;141103;348775;688
288782;406846;382519;1223
330522;432546;191426;1077
287093;281725;393738;1643
469291;367976;116188;1148
336975;216859;416123;867
221977;473809;340540;2078
293613;286486;115614;489
481678;348316;478791;1957
479037;340502;178335;678
438561;491318;385016;1214
339729;140436;283605;1759
332737;174344;399880;1444
143459;103716;115966;1857
140549;110225;207987;1290
238845;435486;336571;1381
472732;238547;383633;1437
488992;281725;210592;1513
424956;135701;216859;2217
166001;132614;169651;2359
331862;257195;284762;1354
393538;275076;447085;1426
238719;364057;348775;2041
401137;448837;157937;1859
181875;480808;484057;1561
200452;349277;383633;1725
121415;230277;212417;1909
429231;233544;470120;604
397732;410392;489060;498
497963;445725;340540;921
177879;436715;153170;217
348122;435486;484057;2276
384924;243091;406846;1453
372455;205294;415427;988
326810;288262;140436;1905
213038;376003;496987;539
157825;165156;137062;1089
493302;345910;288262;1162
319282;174561;248074;2175
257000;302719;211785;2057
392216;204560;371823;263
323013;340540;245402;2452
203143;414668;103716;1328
477261;484611;167665;823
136934;444260;410392;2269
279880;174344;112286;413
138716;132614;135701;443
454138;226151;345908;1063
358811;199446;449221;1874
156899;396599;269815;1013
267782;367976;244171;1517
372158;244331;294441;1769
358691;154298;328917;2083
311486;294784;106079;584
460732;112286;373749;2165
227870;231871;376182;1497
197070;473809;289645;2401
111422;231402;284452;350
202213;174561;100752;1122
279751;364057;246543;1498
381305;140436;233458;1558
295682;470120;186176;2274
214018;496987;383633;599
107016;198398;165156;2190
482155;274909;115614;1612
384514;465902;307452;866
277065;398493;448430;1855
186264;120646;368113;1182
134101;198160;284762;626
346232;231402;445725;1206
474936;169833;492298;1185
220211;199446;230277;1175
418032;329325;135701;1247
273057;448430;374397;640
413886;136419;146844;1846
411865;179793;244331;1572
283378;294784;413598;1313
293136;198398;404361;215
185819;284521;480808;2325
141591;393738;390814;954
167313;352624;233952;2477
169418;463768;329325;1609
141233;214009;179378;925
430960;240236;226151;992
108300;287604;447085;499
473981;137062;387648;1209
103609;329462;287604;2428
457357;448430;330232;779
149423;156669;315549;1922
320205;416123;444270;1273
211828;449969;135701;1217
334747;337529;275076;1299
468110;221807;376182;1379
159349;478791;145212;1973
100576;211785;445725;1820
369668;398493;212417;1028
314809;178029;345908;1234
343737;393738;130986;2363
402082;360708;433631;1261
372135;374397;259376;1140
102345;199446;397022;642
422544;327694;174344;1248
213851;230277;159389;2298
375285;110225;283105;229
363844;371823;284521;1512
357782;463768;491318;1663
480224;452953;474723;1959
196864;188425;387011;1858
462987;486570;257195;441
212875;190608;357650;2084
371977;153170;214676;1431
323642;457801;397022;1265
313507;485185;297022;1768
268621;367976;254157;262
423177;288262;445725;2108
207157;485185;246543;900
484608;349277;216386;2299
405295;158362;449221;2375
241893;457801;141103;2500
321730;246543;178029;1791
271325;233458;486708;2148
468726;387648;108354;392
260717;474723;450603;553
116507;274909;137062;2238
328363;212417;473809;1984
499201;159389;416123;2372
310657;224699;179378;764
164696;367976;106079;500
451639;150219;381433;500
206743;158362;240972;538
396515;198160;150325;1675
408037;348316;449221;1653
321954;428282;345908;1122
477436;307452;179793;1251
229243;105314;251582;1225
417291;165970;484611;2278
328569;204560;343596;249
249207;340502;240236;2432
406485;218866;103716;326
485877;430998;259376;526
127738;356690;330232;2027
153272;385016;274958;2047
359876;349277;169833;1000
477533;415427;444270;1207
282600;364057;224699;2011
388126;390814;469137;580
403552;216386;271717;1071
138950;482442;257195;830
322676;169911;404361;1813
397314;321352;284762;2250
479642;364057;136901;1725
137466;108354;447085;2354
493173;346464;348316;2375
275467;433631;308414;1078
209344;371823;240972;1000
481086;137062;445442;1335
208184;133522;106079;1585
304482;103480;399880;1533
413002;224699;330232;450
323560;315549;421353;2017
137496;209477;103480;792
157502;214676;108841;2417
456535;383633;491318;2208
153144;158362;116188;2253
357674;435486;372410;1548
213906;163419;218866;1762
469109;418477;246903;408
206122;174344;343383;2225
407877;218866;470476;475
230712;156669;386283;2388
347595;251487;469137;307
451746;251487;148080;1484
396656;357974;211785;648
339895;484611;150325;1651
425894;199922;233039;492
317527;275076;168558;502
270404;390814;154298;2234
328432;216386;199446;499
104308;289645;142520;824
250351;283105;284521;2262
396021;329560;224699;2303
289273;212417;283605;1856
419624;168558;451805;1601
113289;357974;380545;2499
477597;289525;463768;2259
393318;322697;465902;1003
239401;240972;156669;1830
213003;317122;281725;1645
148867;416123;343669;1257
419438;174561;284521;457
231532;452953;468410;418
363048;398493;231871;745
461649;143210;352624;2396
289027;190608;156352;1478
409760;364057;232348;851
291000;280062;197112;1299
458361;385710;205294;2206
272899;448430;307452;1139
460206;478791;360218;458
451698;343669;274958;2377
362663;328917;444260;2411
155383;169833;100752;567
184191;223274;364057;709
390418;311437;154298;524
215887;340540;294441;1137
330608;340502;374397;1354
319466;484611;286486;2360
366331;484611;233458;1077
256337;146388;112286;2295
354465;337962;223478;1817
390218;241659;254157;2056
321813;241659;248074;476
162163;136419;159389;1734
464293;393738;448837;1281
429121;376003;240236;653
312027;387528;216859;1712
282331;145212;216859;1599
435945;110225;462727;2405
119511;220047;343596;2196
416539;298180;272604;680
149913;343596;329325;1564
127606;337529;145212;1915
490606;165156;178335;2257
152902;156352;197112;993
225864;410392;274958;621
237543;178874;364083;1260
183876;321352;387648;272
260131;415427;274909;1597
331242;317122;251582;1031
185808;186176;302719;2370
212868;284521;216386;1335
279529;199922;178874;2207
204135;286486;165156;1962
255247;156352;435258;1173
266023;240516;241659;1111
274544;410392;297022;935
441791;429803;240236;1067
443310;216859;385710;2007
383039;367976;100752;231
315736;367976;121422;1099
111152;329560;328917;1319
491170;146033;283105;451
341341;399261;364057;1860
263065;385016;132614;1900
304663;348775;212417;491
437405;286486;146033;2288
446011;474452;386283;551
373427;214676;439626;1866
446449;281725;387263;2432
231499;210592;135701;1750
220751;374397;474452;2008
128505;327694;223478;2500
159669;156669;464757;977
476442;106079;444270;229
449801;311437;477213;1244
452336;330232;413598;1184
414628;450603;156669;1737
322947;108841;243091;1257
130610;169911;465902;2047
105677;205294;274909;2365
273930;108841;409572;1739
306456;345908;179793;592
473536;273333;209477;2104
367614;337962;283605;368
476061;239548;302719;828
213651;145212;393738;622
311764;221807;348775;1096
477528;168558;214676;1816
354027;207987;284521;291
332643;470604;294441;1865
231744;359361;284521;1469
143279;230277;311616;1503
312910;329462;387263;1880
319661;179793;386283;1183
396385;233952;470120;1400
154767;154298;368113;2098
261125;473809;249456;1476
409803;357974;367976;1146
465866;142520;248074;692
480311;491318;435581;1257
336266;470604;254157;1503
306901;308414;154298;2064
345376;315549;364083;1447
366311;280062;477213;1453
290681;215377;297022;334
308116;289525;280062;2360
208905;329462;238547;260
210085;373749;197318;2345
425197;221807;178335;1470
337263;401118;199922;1187
193349;231871;414668;1452
242242;198398;444260;670
290778;142520;433631;2112
358524;271717;145212;1961
467439;472445;214009;1951
363741;480808;329325;753
149427;329560;478791;1779
409902;445442;328917;790
132567;246903;439626;1630
141691;164180;205294;2211
192458;280062;445442;2332
341692;178029;345908;560
106872;381433;374397;817
286791;404361;164180;1243
356141;226151;359361;1416
348523;273333;275076;775
427924;329325;284452;2272
493482;492298;224699;1201
300494;469137;121422;1400
149739;421353;357348;1011
222692;281725;248074;2117
152170;246543;302719;1496
463340;357348;297022;504
105606;359361;346464;2483
290262;473809;352624;484
222734;368113;327694;1226
156118;179378;284452;1313
290815;322271;198160;839
159080;445442;182216;2043
247892;474723;477213;1762
176392;158362;449748;1218
184685;315549;307452;1936
194134;482442;360218;1731
151384;186176;413598;2044
404441;254157;435581;2382
489821;345908;165156;1250
437133;398493;110225;1598
488949;311616;470120;932
219205;399880;360708;963
114473;108841;464757;1684
357516;317122;226151;633
335602;156352;441397;2098
319040;478791;257195;1810
219156;220047;386283;2287
432931;294441;146388;589
261206;369522;451805;572
365815;418477;478791;2410
355367;364083;460211;792
321463;332813;199446;917
382098;197318;244331;1319
326214;223478;298180;444
149836;106079;259376;1356
375456;404361;283605;1757
199257;154298;271717;1094
245896;232526;479433;726
180216;376003;156352;1758
356576;223274;380545;1654
399076;485185;390814;1790
465305;146388;477213;664
309521;364083;493539;2193
346391;374397;214009;2010
225218;251582;265210;1398
367207;207987;399880;530
285634;231836;209477;1299
495653;401118;215377;1760
111716;470604;473809;1833
490621;413598;317122;1061
356279;464757;308414;680
406112;136901;275076;2465
362845;460211;428282;1822
379943;474452;492298;1277
322910;410434;269815;2212
420232;245402;489060;393
339805;387263;207987;1381
368652;133522;167665;989
370609;272604;240972;1674
272176;486570;479433;2363
225546;435258;241659;1557
227066;396599;212417;2037
271905;154298;174344;1657
344327;410434;477213;209
161221;364083;150325;2119
341735;130986;421353;255
360282;159389;257195;1875
249545;164180;232348;1859
116973;409572;284452;2224
259815;478791;135701;2191
381200;364057;302719;1799
252787;469137;398493;1403
463708;387648;480808;2400
351287;233544;470104;349
226467;388394;404361;1536
319820;385710;449969;523
158188;418477;449748;237
398867;178874;470476;1598
114850;143273;106079;2191
432828;436715;108841;1449
104092;232348;410392;1329
256510;142520;322697;1223
421227;214676;479433;1544
255854;179793;198160;383
263458;103480;484611;1686
251735;178874;142520;1125
305605;226151;287604;206
434900;214676;178029;1161
343951;220047;233458;547
441214;100752;199922;2305
405460;112286;233952;1477
150070;179378;444260;601
214569;272604;484057;1063
227504;491318;284452;1606
231155;209477;169651;954
263175;345908;343596;1633
387735;227597;156352;1901
224657;168558;116188;880
457123;373749;297022;1369
472664;146388;376003;727
197986;340540;362503;1076
304367;199922;224934;1507
489820;231402;457801;298
144715;409572;372410;1208
491703;385710;369522;1508
102170;317122;401118;2005
304908;330457;321352;2173
405917;478791;245402;1075
326480;146844;371823;2020
109584;484611;223478;364
105438;100752;371823;1606
168192;432546;165970;1989
154181;489060;140436;2026
254441;154298;218866;671
177266;398493;470604;590
137611;169911;388394;1613
450230;240516;357348;491
425753;223274;103480;1885
263685;448837;133522;1991
498945;477213;429803;225
276720;430998;231836;1016
115166;356690;105314;1001
259834;465902;280062;498
296330;233544;474723;1198
495828;496987;158362;476
394060;441397;214676;2352
139159;211785;360708;2028
192698;214009;165156;2249
250856;357974;150325;1545
284472;238547;273333;1441
252874;265210;410434;1601
484486;421353;359361;1481
263603;157937;357348;681
218010;213003;416123;453
350706;299224;376182;1062
359125;241659;271717;1274
128017;457801;448430;1792
175120;345908;110225;1158
408353;143273;112286;1949
381208;372410;244331;1037
361061;393738;145212;1823
216943;469137;321352;388
449920;448837;244171;1974
106614;448837;163419;2408
386871;387011;414668;1647
157476;240972;190608;2382
276502;259376;167665;2003
237802;197318;484611;1349
371002;251582;174344;394
347039;257195;115966;936
462800;428282;135701;2279
470036;472445;273333;407
182085;308414;337529;800
144405;381433;233247;958
240573;414668;385016;2382
305261;435258;428282;2057
436453;421353;248074;2101
402169;345908;273333;504
249993;482442;469137;696
228356;449748;169833;1470
456120;274958;469137;1112
189697;212417;130986;974
270843;311437;238547;822
170165;345908;381433;1861
259803;156669;121422;1119
134158;146705;179793;1450
355972;279392;105314;1448
487219;360908;470604;401
360350;112286;460211;2016
223423;146033;246903;2279
296417;212417;286486;2143
336349;373749;288262;1284
109925;271717;318177;1305
100945;231871;376003;1674
357720;214676;156669;282
122567;178029;281725;285
348111;108841;336571;385
384141;270979;204560;1260
304341;383633;311616;1526
281476;397022;199922;2472
399729;268222;435258;2120
156666;410392;241659;598
341971;254157;470120;1710
261648;421353;108354;2131
430859;223274;254157;1130
314845;254157;100752;1365
286188;444270;121422;1011
109204;163419;110225;1242
485363;197318;179378;1296
149623;410392;169833;2411
493341;213003;373749;2281
412163;360218;190608;560
430654;390814;266058;2317
175941;174344;266058;538
255781;345910;280062;955
430304;428282;367976;2078
385221;199922;485185;1612
276653;473809;280062;1568
295645;230277;404361;2020
246260;435486;337529;2222
186691;393738;110225;985
281169;335529;445725;1286
322785;178874;396599;658
119642;470604;415427;667
435968;472445;357348;632
405821;435258;486570;2203
404783;146033;198398;437
116414;346464;299224;773
182523;383633;218866;2081
436684;103798;386283;2448
453409;343669;465902;1203
408856;400530;360908;1655
317403;386283;178029;2487
133285;470120;154298;1577
480573;377085;382519;2380
489766;136901;410392;1322
438650;140436;415427;1945
492971;233458;215377;2349
475448;477213;449969;848
124163;103480;457801;785
374187;221807;352624;2466
402664;174561;435486;358
101703;356690;357348;861
495718;284521;441397;1025
143676;345910;289645;527
130320;167665;146033;869
402915;232526;489060;2492
434505;100752;284452;1188
263489;415427;387528;253
353528;360708;266058;842
153142;146388;339818;1816
440422;287604;414668;463
186277;221807;430998;1452
389010;254157;179793;384
174015;213003;108354;1590
261667;174561;385016;1461
114468;387011;308414;1434
466023;270979;241659;2098
360435;480808;226151;689
110060;190608;479433;1293
243234;452953;441397;1825
244227;227597;376003;2436
150229;441397;148080;1660
413765;223274;115966;480
400749;328917;409572;2270
104883;445725;340540;2406
239798;450603;340540;728
256605;308414;143273;2034
404159;429803;239548;205
390537;349277;311437;2465
411298;330232;368113;1551
234406;468410;383633;983
254692;232526;103716;926
334770;223274;449969;1777
252419;281725;178874;1516
389899;432546;218866;540
363526;233039;311437;831
453110;484611;345910;2039
435410;318177;486570;1126
151168;205294;281431;1408
470928;246543;387648;2308
108237;349277;445725;312
481691;322697;485185;2387
491147;451805;254157;2023
309701;157937;140436;1711
207999;156669;103480;1489
173862;376003;137062;312
317237;270979;479433;2335
453660;489060;214009;2251
498481;106079;390814;1789
396800;470604;329462;1921
432314;115966;445442;472
235667;197112;362503;807
429884;317122;244171;2383
176829;269815;157937;1365
229835;493539;357650;1351
297192;288262;492298;554
121821;377085;153170;2269
304679;281431;299224;765
261909;257195;116188;1371
229455;287604;387263;1612
375533;216386;452953;1100
448526;468410;470104;2252
465901;268222;464757;428
413810;112286;269815;567
146937;279392;376003;446
465356;387263;205294;355
352320;269815;348775;1385
434268;478791;346464;1632
211540;329560;469137;494
323465;345908;330232;1220
480803;108354;294441;1732
149369;362503;496987;2483
100677;132614;369522;1683
340116;146033;233247;1433
125022;322697;284452;398
442555;429583;221807;233
184798;345910;337962;2443
378465;248074;429803;770
262690;233247;279392;1206
466202;339818;332813;240
444351;470104;240236;273
336344;400530;429583;1892
104814;435258;174344;490
390908;435581;103798;1843
323559;298180;416123;802
225672;465902;190608;2429
319401;150325;439626;384
215601;199446;343596;1051
241049;439626;377085;366
259337;430998;435581;2374
256096;159389;169651;248
390373;377085;227597;1946
252047;415427;148080;1571
115804;197112;135701;748
480167;448430;270979;404
233227;248074;199446;2457
153992;249456;474452;2174
374463;212417;168558;695
279484;322271;191426;338
277991;121422;182216;2063
204076;239548;436715;2284
473126;142520;378667;2269
199596;182216;251487;372
458841;220047;281431;331
252135;435581;207987;600
365182;146033;197112;983
440238;444270;432546;253
168466;146388;272604;1043
341037;385710;416123;2069
290022;441397;143273;1199
318678;179378;387263;1970
393819;245402;436715;1746
377626;213003;343596;2452
377738;140436;218866;809
466089;474452;409572;2327
103873;364057;397022;2241
266752;329462;245402;1930
493111;221807;332813;862
314933;178335;163419;415
417734;322271;216859;960
197442;470104;204560;2456
228459;273333;307452;2051
233850;284521;451805;869
357539;280062;238547;1096
209919;259376;374397;1346
357766;478791;243091;1210
493311;463768;120646;783
110264;457801;307452;1675
438138;178029;444260;1280
164236;383633;103716;310
373513;450603;207987;1575
418800;345910;240972;1682
361743;474723;460211;257
179431;289645;474452;2157
141905;188425;199922;1054
163384;430998;462727;1841
237551;271717;473809;1942
477544;330232;178029;1135
364218;369522;364057;958
425683;345910;182216;364
247557;137062;105314;506
144599;485185;343596;1512
140364;240236;480808;820
118128;465902;224699;978
165449;401118;368113;2279
394245;429583;337529;1773
196753;484611;377085;401
275784;132614;329325;2310
113583;364083;387263;1379
476414;163419;367976;2315
452122;444260;226151;1935
315811;211785;486570;1982
165486;360677;231836;810
169969;251487;346464;2355
361863;205294;233544;2295
286159;302719;340540;2387
323719;470476;448430;1603
152675;441397;249456;1335
267129;357650;233247;1422
124573;279392;103798;1026
174753;462727;410392;2422
254285;367976;336571;622
251174;179378;284452;2034
437809;345910;271717;414
244369;360677;436715;447
175158;348775;321352;1878
458981;496987;178335;2334
154197;397022;116188;1333
236987;154298;373749;2230
215725;108841;169651;1884
365536;143210;178335;2066
181594;413598;239548;267
484966;439626;178874;314
271899;248074;357348;513
456471;204560;214676;418
481762;227597;133522;857
399747;281725;231836;2387
116199;233458;153170;1488
354001;108354;396599;1539
260200;281431;357348;615
441483;386283;336571;1982
362113;116188;428282;2275
316301;469137;284521;1279
457900;362503;328917;1156
395456;115614;387528;2002
398123;143210;240236;2075
266496;387011;286486;1943
262776;205294;477213;325
333597;143273;246903;1275
220605;191426;472445;1392
310885;231836;146844;1530
185615;322697;289645;1206
431380;146705;492298;1519
208295;191426;241659;1743
430799;432546;478791;1526
467291;463768;451805;2280
482626;367976;428282;1487
320160;274909;268222;2258
233775;143273;474452;2331
472220;145212;349277;1631
169070;480808;435258;762
441645;486708;224934;840
409241;116188;390814;877
139001;428282;330457;1129
448043;287604;472445;2157
388656;112286;233544;1945
228317;337962;191426;1419
334200;386283;357348;863
149469;289525;294441;1570
218012;385710;445725;1116
418965;445442;115614;1154
100841;307452;479433;1511
444338;464757;150325;1559
442602;349277;464757;2207
479466;399880;345910;1945
103125;103716;232348;2386
152805;154298;387528;1154
240945;388394;387648;2066
315324;484057;169408;1256
138335;406846;153170;1803
332427;435486;367976;1774
190029;348316;386283;1909
103769;148080;254157;2372
475375;103798;224699;2424
329972;470604;484057;2140
148956;418477;492298;2126
179992;447085;329560;1005
479786;164180;269815;1724
418500;110225;348316;272
389898;154298;418477;1172
241372;167665;182216;2056
208246;286486;281431;1757
263467;191426;470476;1004
104548;470120;335529;584
478928;244331;317122;2278
359810;318177;345910;1248
168761;329462;284452;550
191026;224699;169911;562
241041;108354;232526;1221
416240;115966;266058;1231
241177;288262;140436;2438
372805;248074;153170;1082
488125;489060;259376;1727
278941;230277;243091;2138
263990;246903;387011;2286
260843;165156;207987;1147
357270;493539;232348;1417
111671;265210;385016;2410
425756;378667;289645;858
198386;169408;243091;2462
351738;226151;479433;478
153491;167665;451805;1507
403406;340502;327694;2035
322834;357650;232348;2475
345314;273333;359361;811
338561;269815;150219;1720
225783;271717;169408;201
117707;283105;142520;567
494890;362503;404361;560
474189;387528;266058;2111
157298;271717;243091;1028
185083;294784;146705;1418
227343;369522;372410;1202
204516;465902;328917;733
183068;473809;240516;893
173941;321352;168558;699
258040;287604;387648;1836
422340;357102;273333;1737
437070;484611;179793;1050
139119;283105;364057;1339
177981;178874;357348;2153
414393;248074;360908;1060
335456;385016;216386;1496
150530;470120;197112;247
100291;387528;100752;724
397022;223274;444260;1430
249085;231402;238547;789
121253;199446;381433;2263
405563;464757;164180;846
289008;367976;328917;1258
281101;146844;357102;2481
222322;448837;199922;618
140443;294784;238547;2283
360133;159389;311437;2201
165649;360708;106079;1246
439684;356690;246903;1878
367469;302719;396599;1925
462466;435581;463768;1224
145513;396599;387648;459
215272;167665;215377;1346
360763;346464;432546;285
492302;165156;308414;907
219505;141103;121422;1809
363797;357650;371823;1056
479668;232348;318177;1727
253690;212417;145212;2204
133144;214009;307452;838
234998;429803;339818;1053
161104;343596;265210;849
333895;231836;449969;1559
444558;360908;283605;344
302391;294784;493539;1056
383062;357974;385016;793
195315;433631;357650;269
154790;266058;115614;770
310920;221807;322271;1129
175533;214676;322271;1419
296716;329462;299224;1500
396789;328917;215377;967
134708;406846;439626;1570
141331;244171;474723;400
113085;226151;321352;1751
171169;318177;415427;224
468552;468410;245402;2017
124691;199922;311437;1913
397269;474452;404361;758
306532;150219;209477;1627
360155;231402;298180;1740
342485;167665;273333;1964
448768;410392;340540;984
442070;330457;348316;2153
418439;146388;165156;1992
270874;387648;486570;2198
182051;480808;249456;689
205979;378667;279392;1647
179428;120646;115614;780
408511;340540;414668;2263
381382;383633;223274;2134
165839;357974;386283;290
494043;332813;275076;2174
219411;489060;279392;880
471085;474452;240516;2101
250526;275076;294441;265
124740;115966;145212;1498
174359;377085;337962;2491
465669;136901;329560;1105
247735;448430;387528;864
400056;493539;150219;1049
204760;168558;135701;2100
253978;327694;399880;2020
119769;329560;286486;231
398668;272604;380545;228
226718;452953;470120;1498
489259;468410;156352;1146
406481;374397;393738;1094
347517;207987;387011;2409
101404;311437;284452;504
118914;378667;380545;2262
177170;457801;115966;684
222989;340502;399880;1633
423117;311437;413598;711
415844;281431;410434;436
116295;480808;214009;1128
390392;233039;489060;228
300660;164180;169911;574
329258;336571;141103;261
143808;272604;248074;2408
466079;150325;188425;1719
356411;329462;232348;2425
140319;372410;428282;1576
434245;360218;214676;459
105875;294784;214676;595
122093;468410;378667;2317
296589;214676;298180;378
331425;215377;220047;671
173253;387648;396599;1343
270679;191426;439626;785
228001;348316;288262;815
283382;288262;327694;286
246133;398493;360908;685
249895;215377;386283;339
437661;387263;337962;1633
253316;410434;387528;2234
273333;311437;156352;1111
468313;233247;215377;1888
277475;371823;322271;680
334631;233247;357348;1126
134819;410392;169651;622
387566;435486;348775;2034
218591;169408;179378;663
479661;233952;226151;443
422258;283605;153170;2140
481628;335529;357650;1319
234053;164180;135701;1572
429204;308414;429583;2495
361212;153170;106079;2487
278565;103716;457801;2312
393673;399261;486570;488
225939;169833;378667;840
174281;272604;212417;2497
178877;340502;272604;1110
137704;415427;178029;2090
466050;238547;330232;2051
152418;211785;329462;1063
250291;470476;400530;1521
258277;239548;103480;2259
146457;169408;204560;2189
321219;265210;480808;2178
478441;397022;268222;1710
156005;449748;416123;1682
187381;281725;463768;575
133460;345908;156669;740
443626;343383;376182;1512
395345;191426;240972;2234
396513;449748;473809;988
458355;317122;445725;2293
136488;227597;335529;2102
128913;330232;284762;765
161522;321352;374397;2124
131392;204560;360677;313
450418;450603;369522;1902
176080;362503;280062;782
330506;214009;231836;1342
176581;470104;493539;1322
185780;153170;330232;1182
263263;266058;164180;590
122881;492298;496987;2419
446451;328917;373749;2105
369232;436715;268222;2024
486963;386283;372410;1841
305790;489060;339818;1244
370612;339818;154298;1367
378998;340540;480808;2378
423238;486708;233544;2327
196829;400530;479433;1503
324924;169833;174344;423
299629;329560;167665;1730
127252;179378;435486;1827
339626;108354;116188;1158
249717;449969;272604;901
444442;378667;169651;2166
476238;349277;174561;314
125368;232526;367976;1762
123112;178335;240972;1453
425766;197112;478791;1664
277676;103480;470104;1313
429792;251487;308414;430
236647;136901;416123;752
248416;179793;332813;986
340655;143210;248074;226
200749;388394;233247;2469
155585;383633;435258;498
114875;108354;165156;1551
429216;220047;182216;1526
342263;216386;269815;1606
300871;418477;169833;423
146641;103798;284521;1839
438936;156352;470120;329
332569;279392;179378;365
246277;284521;132614;757
274859;441397;231836;1738
445690;294441;233952;365
352761;479433;270979;1659
470497;368113;266058;2197
158808;207987;179793;1639
383929;120646;357974;907
333658;457801;410434;532
386725;112286;214009;354
300117;330232;385710;646
219965;385016;360218;801
118927;158362;470104;2221
178532;387263;393738;2101
264614;463768;112286;1387
175677;410392;103798;1358
243254;150325;216386;1477
208916;178874;213003;2221
370219;223478;448430;2404
429251;103716;286486;1408
211711;364057;470120;206
413324;345910;286486;1301
423297;197112;188425;388
492337;468410;357974;2028
204518;164180;233458;856
329579;445725;308414;342
429002;240236;399261;1667
181495;489060;489060;2219
280131;243091;380545;2100
476344;281431;271717;1488
108453;372410;108841;1433
117868;327694;211785;914
240348;330457;410392;527
293289;380545;232526;453
376504;345908;463768;1549
130363;429583;140436;665
421992;214009;397022;1295
148252;178029;382519;2410
484815;211785;357650;1459
246369;406846;246543;1186
164603;346464;377085;1859
102350;197112;352624;1430
211234;145212;106079;1502
305353;284762;386283;1017
380659;214676;429583;1970
153358;373749;388394;1632
397492;269815;240236;2486
194085;349277;390814;226
491657;377085;496987;2338
119814;103798;307452;1902
496831;198398;377085;1678
111954;457801;298180;339
158870;399261;243091;700
326054;157937;372410;972
374794;387263;429583;1942
251089;340502;205294;2153
171099;449748;198398;915
400805;450603;209477;257
420736;362503;130986;828
490171;153170;240516;1882
101288;315549;364083;1415
326324;238547;289645;1318
408400;103716;362503;211
330491;179793;460211;2338
210561;279392;297022;2488
148698;136901;470604;264
485431;221807;318177;486
217472;169408;315549;1607
414809;463768;130986;2186
422735;477213;205294;1181
458457;223274;213003;1488
423040;232348;136901;2148
228334;340540;105314;1567
273196;214009;329462;1896
202937;373749;451805;1307
110757;140436;220047;1134
329379;465902;232348;1942
216273;401118;204560;1206
335677;336571;478791;1236
138538;244331;214009;312
138917;294784;210592;1395
387448;302719;470604;1821
122503;169408;401118;252
209181;470104;369522;1247
316658;211785;294441;1344
454389;284521;356690;2055
167710;186176;448430;1370
211769;433631;294441;2014
149997;212417;348316;2339
487082;349277;215377;2162
219351;254157;479433;708
494488;265210;449748;765
371641;329560;186176;1880
191837;496987;472445;1982
478891;182216;400530;2151
200890;486570;390814;1913
257695;165970;376182;801
377828;281431;477213;2247
361165;289645;148080;1867
200892;273333;231836;1090
309786;216859;478791;2416
321320;435581;327694;1607
301289;414668;241659;540
289719;486708;491318;1314
320198;274909;356690;692
377604;340502;470604;381
300252;115614;432546;1220
413888;345910;346464;402
243205;287604;231402;2439
421135;404361;226151;566
286103;311616;441397;2330
388525;106079;450603;1651
265102;136419;103716;2386
184764;178029;343596;1346
342454;168558;286486;340
243372;211785;357348;1911
212788;339818;209477;2019
444217;233544;357974;2045
269511;493539;188425;2384
237619;279392;238547;567
438199;266058;360677;2336
473539;163419;469137;2011
361875;410392;197112;1596
329683;337529;233039;1753
423977;345908;484057;1526
165822;492298;357348;674
377371;393738;141103;1031
389239;188425;492298;520
161616;357650;479433;394
434585;478791;492298;1018
337265;233039;239548;688
147843;108841;209477;539
